permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
T2022074390,Building Sign Permit,Sign - Ground /  Wall Signs,09314057400,2022-10-31,,4000,636 DIVISION ST,NASHVILLE,TN,LOT 1 EDGEHILL EST SEC 116,TRI STAR TRANSPORT LLC,CASN,CAZ02A001,4225118,"To erect 1 non-illuminated canopy sign for Albion in the Gulch. Size of canopy sign to be 27.08sqft. No electrical work to be done.    POC: Betsy Shackelford, bshackelford@tristartransport.com, 615-687-4165    *** Plans Review stamped plans attached in Cityworks***",19,-86.77737041,36.15014869,3278,37203
T2023041098,Building Residential - Rehab,Single Family Residence,131080G00100CO,2023-06-21,,24000,1124 GLENDALE LN,NASHVILLE,TN,UNIT A GLENDALE WOODS TOWNHOMES,CRD REMODEL,CARR,CAA01R301,4339880,"To add a small 5' x 13' bathroom on the first floor. Bathroom will have a small 5' x 3' walk in shower, a vanity toilet and closet on one end. A dining room entry to the kitchen will be walled off. To convert the room next to the new bathroom into a guest bedroom. Not to add a second kitchen or a second dwelling unit to the existing single-family dwelling. No expansion of existing building footprint or exterior work this permit.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",25,-86.79738018,36.09540303,3279,37204
T2023083992,Building Demolition Permit,Demolition Permit - Residential,090084U00200CO,2023-10-30,,300000,6304 B JAMES CT,NASHVILLE,TN,UNIT B HOMES AT 6304 JAMES COURT,WEST END BUILDERS INC,CADM,CAZ01A001,4406072,Tear down existing house,20,-86.87577539999998,36.15896286,3280,37209
T2023010859,Building Demolition Permit,Demolition Permit - Residential,083050K00200CO,2023-02-17,,19186,1411 B EASTLAND AVE,NASHVILLE,TN,UNIT 1411A HOMES AT 1411 EASTLAND AVENUE,BUILDING COMPANY NUMBER 7 INC,CADM,CAZ01A001,4267665,Incorrect permit type used by applicant. New application initiated CARR- T2023011294. This application to be canceled.      Demo portion of existing structure to be renovated and to accommodate future addition.,6,-86.74381227,36.18390437,3281,37206
T2023041102,Building Demolition Permit,Demolition Permit - Commercial,093130D00200CO,2023-06-21,,10000,700 12TH AVE S 102,NASHVILLE,TN,"UNIT C 102 TERRAZZO, A CONDOMINIUM 5TH AMEND","ADVANCED BUILDING SERVICES, LLC",CADM,CAZ01A002,4339876,"***PERMIT TO BE CANCELED, NEED TO SUBMIT AS A COMMERCAIL REHAB***    Remove 4 existing  non-bearing partition walls along with some ceiling grid and tiles in an existing bank building. This is in prepartion for a new nail salon where building permit will soon follow.",19,-86.78418082,36.15077414,3282,37203
T2023083997,Building Demolition Permit,Demolition Permit - Residential,090084U00100CO,2023-10-30,,30000,6304 A JAMES CT,NASHVILLE,TN,UNIT A HOMES AT 6304 JAMES COURT,WEST END BUILDERS INC,CADM,CAZ01A001,4406087,Tear down existing home.,20,-86.87561655,36.15895781,3283,37209
T2023011018,Building Blasting Permit,Blasting Permit - 12 Months,17200004900,2023-02-20,,100000,5978 EDMONDSON PIKE,NASHVILLE,TN,E SIDE EDMONSON PIKE S OF MT PISGAH RD,CROWDER CONSTRUCTION GROUP,CABL,CAZ07A002,4270584,"Mass, Trench blasting ",4,-86.74211217,36.02318499,3284,37211
T2023041170,Building Commercial - Rehab,"Hospital, Institutional I-2",10404000100,2023-06-22,,1200000,1301 MEDICAL CENTER DR,NASHVILLE,TN,"LOTS IN MURRAY SUB, DIXIE PL SUB, PLUMR SUB, VUMC SUB AND ELISTON SUB &PT CL AL",jordan etters,CACR,CAE02I002,4339972,to conduct rehab to 2160Sf of 2nd floor in existing building for VUMC TVC wound care medical office. no change to footprint.  bb poc jordan etters,18,-86.80186138,36.14076575,3285,37212
T2022074430,Building Residential - Addition,"Accessory Structure, Decks",086080C00700CO,2022-11-01,,37674,5122 MYRA DR,HERMITAGE,TN,LOT 7 HERMITAGE CREEK,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA14U015,4225167,"To construct an 30ft x 26 ft attached deck. To be placed in the rear of the primary structure. Not to be used as a living quarters, sleeping quarters, nor any commercial activities. Rear setback is 20ft and side setbacks are 10ft.",12,-86.59322344,36.18176965,3286,37076
T2023084092,Building Residential - New,Single Family Residence,04411007400,2023-10-30,,235028,105 WILMINGTON ST,OLD HICKORY,TN,LOT 172 SEC A VILLAGE OF OLD HICKORY,ABEL CONSTRUCTION GROUP LLC,CARN,CAA01R301,4406247,"To construct a new 2-story single-family residence with 1875sq. ft. of living space and 157 sq. ft. of porches and/or decks. See attached. Minimum: 14.60 ft. street/front setback contextual setback; 11.40 ft. side setback on north side and 6.50 ft side setback on south side and 23.36 ft. rear setback. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. units attached. must comply with tree regulations one new two inch tree for every 30' road frontage. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2014-835. must comply fully with metro council bills 2014-725 and 2014-770.”",11,-86.64814731,36.26722686,3287,37138
T2023011020,Building Blasting Permit,Blasting Permit - 6 Months,17200004900,2023-02-20,,100000,5978 EDMONDSON PIKE,NASHVILLE,TN,E SIDE EDMONSON PIKE S OF MT PISGAH RD,CROWDER CONSTRUCTION GROUP,CABL,CAZ07A001,4270621,Mass Trenching blasting,4,-86.74211217,36.02318499,3288,37211
T2023041103,Building Residential - New,"Accessory Structure, Garage",118052B00100CO,2023-06-21,,93247,919 A2 KIRKWOOD AVE,NASHVILLE,TN,UNIT A KIRKWOOD HOMES,Native Construction,CARN,CAA14U009,4339887,"To construct a 22' X 25' (550 sq ft) 2-story detached accessory garage with 2nd floor 550 sq ft conditioned space, served by interior staircase.  Not to be constructed over any easements. Not to be used as additional sleeping quarters/livable space, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code. Reduced side and rear setbacks, 3' minimum.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",17,-86.78456891,36.11999823,3289,37204
T2023084185,Building Residential - New,Single Family Residence,10216007300,2023-10-30,,1500000,6008 ELIZABETHAN DR,NASHVILLE,TN,LOT 143 SEC 8 HILLWOOD EST,VOLUNTEER STATE DEVELOPMENT LLC,CARN,CAA01R301,4406414,"Construct new single family home. Conditioned space: 7,359 sqft. Unconditioned space: 1,661 sqft. Total Under roof: 9,020 sqft. Contextual and minimum setbacks to be observed.  ",23,-86.87716453,36.12640995,3290,37205
T2023011210,Building Use & Occupancy,"Home Occupation, Single Family Residence",09503012100,2023-02-20,,10000,250 MCGAVOCK PIKE,NASHVILLE,TN,LOT 235 MERRY OAKS,IN 1 ACCORD PAINTING & REMODEL LLC,CAUO,CAA08R301,4271743,want to put stair access in the upper unit to make it a finished basement with access from the up stairs. Will want to rent as a per room. if there's any questions regarding zoning please email or call me 615-974-7171. accordpainting.llc@gmail.com,15,-86.68086508,36.164855,3291,37214
T2023041104,Building Residential - New,"Accessory Structure, Garage",118052B00200CO,2023-06-21,,93247,919 B2 KIRKWOOD AVE,NASHVILLE,TN,UNIT B KIRKWOOD HOMES,Native Construction,CARN,CAA14U009,4339889,"To construct a 22' X 25' (550 sq ft) 2-story detached accessory garage with 2nd floor 550 sq ft conditioned space, served by interior staircase. Not to be constructed over any easements. Not to be used as additional sleeping quarters/livable space, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code. Qualifies for reduced side and rear setbacks, setbacks per site plan.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.     FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",17,-86.78456891,36.11999823,3292,37204
T2022074462,Building Residential - Addition,Single Family Residence,13306018700,2022-11-01,,160037,3719 TIBBS DR,NASHVILLE,TN,LOT 22 LEONARD HGTS,Jorge Luis Pardo,CARA,CAA01R301,4225202,"Construct a 30' x 44' 1,320 SF single addition to rear of dwelling to include a living room, 2 bedrooms and a closet. Not an accessory apartment, to remain single family. Minimum street setback side setback 5' and 20' minimum rear setback. Not to be located in any easement. POC: Jorge Luis Pardo, 615-482-8515. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit.  No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.  Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",30,-86.7321524,36.09306402,3293,37211
T2023084230,Building Residential - Rehab,"Multifamily, Condominium > 5 Unit Bldg",104090J30300CO,2023-10-30,,103644,3737 WEST END AVE 303,NASHVILLE,TN,UNIT 303 WESTBURY CONDOMINIUMS,"BEC Innovations, LLC",CARR,CAA03R299,4406475,Renovation of existing condo  -- no major moves for existing utilities or fixtures.,24,-86.83096111,36.1322378,3294,37205
T2023011211,Building Use & Occupancy,"Home Occupation, Single Family Residence",09503012100,2023-02-20,,10000,248 MCGAVOCK PIKE,NASHVILLE,TN,LOT 235 MERRY OAKS,IN 1 ACCORD PAINTING & REMODEL LLC,CAUO,CAA08R301,4271746,want to finish basement and build stairs to access from up stairs level and rent as rooms,15,-86.68084992999998,36.1649395,3295,37214
T2022074463,Building Commercial - New,"General Office, Professional Services",09210006200,2022-11-01,,0,411 31ST AVE N,NASHVILLE,TN,LOT 14 CHARLOTTE HGTS,gilbert smith,CACN,CAD02B016,4225204,to place 8x27 trailer on site for office space for catfish moving office.,21,-86.82130230999998,36.15427903,3296,37209
T2023084264,Building Residential - New,"Accessory Structure, Garage",11200009100,2023-10-31,,250000,9033 B OLD CHARLOTTE PIKE,PEGRAM,TN,E/S OLD CHARLOTTE PIKE NORTH OF HIGHWAY 70 SOUTH,Howington Construction LLC,CARN,CAA14U009,4406533,"To construct a new detached accessory structure, a 83' X 37' garage located to the front of the existing single-family dwelling. Subject to minimum average street setback xxx', 20' side and rear . Maximum permitted height is 16'. Not to be constructed over any easements and not to be used as additional living/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",35,-87.02026628,36.10198867,3297,37143
T2023011232,Building Commercial - Shell,"General Office, Professional Services",09309015500,2023-02-21,,0,1221 BROADWAY,NASHVILLE,TN,"PT LOTS 34, 36 & 38 MCNAIRY PLAN WEST NASH",michelle oakley,CACH,CAD02B016,4271897,to conduct build out to create spec suite 1220. will require separate permit for future tenant.,19,-86.78832248,36.15598136,3298,37203
T2023084271,Building Residential - New,Detached Accessory Dwelling Unit,105133J00100CO,2023-10-31,,375000,1102 B CARUTHERS AVE,NASHVILLE,TN,UNIT A CARUTHERS AVENUE COTTAGES,"Keystone Building Group, Inc.",CARN,CAA11R301,4406536,"To construct a 1.5 story detached accessory structure and establish a Detached Accessory Dwelling Unit (DADU) lo9cated to the rear of an existing single-family dwelling. Not to be constructed over any easements. Must be constructed consistent with Historic Zoning Commission (HZC) approved plans (Permit #2023006757). HZC approved minimum 5' rear and side setbacks. Maximum permitted structure height is 27'. DADU not to exceed 700 sq ft living space - Section 17.16.030.G.7.a. Maximum permitted building footprint is 1,000 sq ft - Section 17.16.030.G.7.c.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",18,-86.78807528999998,36.1261472,3299,37204
T2022074469,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",08204032400,2022-11-01,,9274,942 MCFERRIN AVE,NASHVILLE,TN,PT LOTS 1 2 3 BLK B NASHVILLE TRUST CO SUB SHRYER PROP,Travis Gates,CARN,CAA14U011,4225203,RESTRICTIVE COVENANT MAY BE OBTAIN FROM AND ONCE COMPLETED SUBMITTED TO ZONINGHELPDESK@NASHVILLE.GOV    12’X16’x10' SHED TO BE LOCATED TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …MUST COMPLY WITH NEIGHBORHOOD CONSERVATION OVERLAT… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …,5,-86.75447131999998,36.18658543,3300,37206
T2023041213,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",09700015200,2023-06-22,,0,3940 BELL RD,HERMITAGE,TN,LOT 2 ALTA LAKE REV OF LOT 2,DOMINIUM CONSTRUCTION & ARCHITECTURAL SERVICES LLC,CARK,CAA03R399,4340025,Commercial permit required. Contact zoninghelpdesk@nashville.gov to initiate.    Reroof all buildings.  50 year laminate shingle.,12,-86.60774687,36.16629738,3301,37076
T2023011264,Building Commercial - New,Car Wash,08500008900,2023-02-21,,0,3131 LEBANON PIKE,NASHVILLE,TN,LOT 3 JACKSON DOWNS SECTION 3 REV,suzie preidt,CACN,CAF27B005,4272003,"The proposed project is a new ground up, one story 3,317 sf express car wash building with site improvement. This project will consist of a CMU car wash  building that includes wash bay with solid roof structure. The interior spaces will include an office, equipment room, & restroom. The site improvements  include moderate fine grading of pad, landscaping with irrigation, concrete pavement parking field, freestanding vacuum stall canopies, automated pay  stations with canopies, site light fixtures & poles with bases, a 197 sf trash enclosure, a 197 sf equipment enclosure and a hardscape walkway along building  leading to public way. Underground utilities will also be included to service this site.  suzie preidt",14,-86.64072634,36.18176907,3302,37214
T2022074477,Building Commercial - New,"Automobile Sales, Used",10512000100,2022-11-01,,0,1609 4TH AVE S,NASHVILLE,TN,W SIDE NOLENSVILLE PK N OF MOORE AVE,ayman shamia,CACN,CAF26S001,4225219,to construct new 20x30 building on site for auto station to service cars sold on site.  ayman shamia,17,-86.76129747999998,36.1367323,3303,37210
T2023041235,Building Demolition Permit,Demolition Permit - Residential,07211030001,2023-06-22,,9000,1440 LITTON AVE,NASHVILLE,TN,P/O LOT 6 & 7 MYERS SUB MAXEY,Stratus Construction,CADM,CAZ01A001,4340061,"TO DEMOLISH EXISTING BUILDING(S).  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.    ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE*** Demolition of residential house",7,-86.72796733,36.20072336,3304,37216
T2023084280,Building Commercial - New,Restaurant (Take Out),10510018100,2023-10-31,,161851,2015 8TH AVE S,NASHVILLE,TN,LOT 102 WAVERLY PLACE,katie getz,CACN,CAF31A203,4406551,"to construct new Sf starbucks coffee on site. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  bb poc katie getz",17,-86.77961091,36.13291736,3305,37204
T2023041309,Building Residential - New,Single Family Residence,091040O00100CO,2023-06-22,,311405,3824 TIGERBELLE DR,NASHVILLE,TN,UNIT A THIRTYEIGHT TWENTYFOUR TIGERBELLE DRIVE,CANAAN BUILDERS,CARN,CAA01R301,4340215,To construct a single family residence with 2525 SF living space and 87 SF porches/decks.,21,-86.83485243,36.16766407,3306,37209
T2023011386,Building Commercial - New,"Motor Freight, Storage S-1",03500043500,2023-02-21,,0,790 B BURNETT RD,OLD HICKORY,TN,N/E SIDE OF OLD HICKORY BV S/S BURNETT RD,royal harris,CACN,CAI07S001,4272497,"to install petroleum storage and distribution system including fuel storage tank, windshield washer fluid and antifreeze storage enclosure, DEF storage tank, oil/water separator with associated piping. canopy, fuel polisher and related electrical.  royal harris",11,-86.65821864,36.28216924,3307,37138
T2022074500,Building Commercial - Addition,"General Office, Professional Services",10407052000,2022-11-01,,0,2129 BELCOURT AVE 200,NASHVILLE,TN,PT LOT 5 SCRUGGS SUB BURCH ORCHARD,stewart dorn,CACA,CAD02B016,4225255,to construct 3rd floor addition and renovations to 2nd floor of existing building for lawyers office. no change to footprint.  stewart dorn,18,-86.80340681,36.13662262,3308,37212
T2023041312,Building Residential - New,Duplex,091040O00200CO,2023-06-22,,311405,3826 TIGERBELLE DR,NASHVILLE,TN,UNIT B THIRTYEIGHT TWENTYFOUR TIGERBELLE DRIVE,CANAAN BUILDERS,CARN,CAA02R302,4340225,REJECTED: 20' MINIMUM STREET/SIDE SETBACK REQUIRED ALONG DR. WALLACE S DAVIS BLVD    To construct an attached single family home with 2525 SF living space and 87 SF porches/decks.,21,-86.83490548999998,36.16765071,3309,37209
T2023084399,Building Commercial - Rehab,Hotel / Motel,09302305500,2023-10-31,,0,401 UNION ST,NASHVILLE,TN,PT LOT 64 ORIGINAL TOWN OF NASHVILLE,chris woodcock,CACR,CAF14R102,4406687,to conduct interior renovations to level 2 to convert space into guestrooms. no change to footprint.  bb poc chris woodcock,19,-86.77991439999998,36.164829,3310,37219
T2023041441,Building Residential - Rehab,Single Family Residence,083040W00100CO,2023-06-22,,252635,1401 PRESTON DR,NASHVILLE,TN,UNIT 1401 1401 PRESTON DRIVE TOWNHOMES,PS DESIGN LLC,CARR,CAA01R301,4340432,"REJECTED: REQUIRES CARA PERMIT TYPE AND SITE PLAN. THIS APP TO BE CANCELED, APPLICANT TO INITIATE NEW CORRECT APPLICATION    Complete renovation of home. This is not a townhome. This is a standard single family residence. Proposed plans include a 10'10  bump out for master suite (16' wide) as well as front porch (20' wide).  Please call or email with any questions.   A new deck/breezeway would connect the home to existing garage for in-law suite.  All plumbing, electrical, hvac permits to be pulled by appropriate sub.",6,-86.71716406,36.19139274,3311,37206
T2023011390,Building Commercial - New,Mobile Food Vendors,14800019400,2023-02-21,,2000,1800 B ANTIOCH PIKE,ANTIOCH,TN,LOT 2 MILL CREEK COMM PARK SEC 1,joselin lainez,CACN,CAZ04A001,4272528,to place 8x18 food trailer on site.,28,-86.68384129999998,36.07073886,3312,37013
T2022074527,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",063080P00200CO,2022-11-01,,10240,313 CAPITAL ST,OLD HICKORY,TN,UNIT 313 311 - 313 CAPITAL STREET,MUSIC CITY HANDYMEN LLC,CARN,CAA14U011,4225280,"to construct (2) detached shed to the rear of existing single family residence, 1 of 280SF and 1 of 144SF. 3' min. side setback, 3' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to eave line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",11,-86.63159874999998,36.22721554,3313,37138
T2023011452,Building Residential - Addition,Single Family Residence,172120A09900CO,2023-02-21,,27158,117 PEAK HILL CIR,NASHVILLE,TN,LOT 142 BRADFORD HILLS SEC 5,CAPITOL HOMES INC,CARA,CAA01R301,4272813,"Addition of a 14 x 16 screened in, covered deck onto existing residence. rear setback is 20ft and side setback is 10ft unless changed by planning commission because of the 1989 PUD.",4,-86.7170088,36.02695036,3314,37211
T2023084421,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",11808023400,2023-10-31,,0,2523 CRUZEN ST,NASHVILLE,TN,PT. LOT 179 GRANDVIEW HGTS & PT OF CLOSED ALLEY,taghi mohammadkhah,CACN,CAA14U011,4406714,to construct Sf storage shed to the rear of existing building. not to be over any easements.,16,-86.75239507,36.1163398,3315,37211
T2023041492,Building Commercial - Shell,"Multifamily, Tri-Plex, Quad, Apartments",09112018900,2023-06-23,,0,701 41ST AVE N,NASHVILLE,TN,"S/E COR CLIFTON PK & 42ND AV, N PT BLK B CLIFTON & PT CL ROADS",laurie schwartz,CACH,CAA03R398,4340574,"Shell permit for building 1 with 24,906SF.",21,-86.83621271,36.15700083,3316,37209
T2022074686,Building Residential - Addition,Single Family Residence,13004002400,2022-11-01,,1042285,4309 ESTES RD,NASHVILLE,TN,LOT 13 ESTESWOOD,Mighty Oak Builders,CARA,CAA01R301,4225546,"TO CONSTRUCT 2785 SQFT FOOTPRINT ADDITION OFF REAR OF EXISTING SINGLE FAMILY RESIDENCE (SEE PLAN)… …10’ MINIMUM SIDE SETBACK… …20’ MINIMUM REAR SETBACK… …NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE… …NOT TO BUILD OVER OR OBSTRUCT EASEMENTS…     FOR EVERY 50 FEET OF SITE FRONTAGE A DOUBLE-SIDED SIGN 24 X36' IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",34,-86.83937581,36.09824623,3317,37215
T2023011485,Building Residential - Addition,"Accessory Structure, Decks",128150C00100CO,2023-02-21,,15070,701 SUMMIT OAKS CT,NASHVILLE,TN,LOT 1 STILLS SPRINGS RIDGE SECT 1 PH 1,CAPITOL HOMES INC,CARA,CAA14U015,4272950,"***Pre 1998 Residential PUD    To construct 13 x 24 covered/screened deck addition off rear of existing residence. 10’ minimum side setback, 20’ minimum rear setback. No second kitchen, to remain single family residence. Not to build over or obstruct easements. Must comply with PUD",22,-86.92454766,36.08748202,3318,37221
T2023084291,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",11901004400,2023-10-31,,0,375 HESTER AVE,NASHVILLE,TN,LOT 10 G P ROSE,cindy smith,CACN,CAA14U011,4406563,"to construct Sf garage/storage building for kabir & mirwais afzali garage. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",16,-86.75107676,36.12503672,3319,37210
