Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2021061960,Building Residential - Rehab,Single Family Residence,11704039800,1632718800000,,0,2906 BELMONT BLVD,NASHVILLE,TN,LOT 4 RESUB LOTS 160 161 & 128-131 OF VICTORIA PLACE,MAKER CONSTRUCTION LLC,CARR,CAA01R301,4042662,"To renovate existing structure and update functionally and cosmetically.  MHZC MUST REVIEW APPLICATION.  FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.",18,-86.79507329,36.12010457,525,37212
T2021061998,Building Moving Permit,Single Family Residence,12700025000,1632718800000,,16000,8000 CHARLOTTE PIKE,NASHVILLE,TN,N/S CHARLOTTE PK E OF BUFFALO RD,"CHRISTIAN, MICHAEL J HOUSE MOVERS",CAMV,CAA01R301,4042747,"to move existing 664Sf single family residence to 118 Peachtree st. m/p: 119-5-50 and place on foundation as an addition to the existing single family residence and bring up to code.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",35,-86.95915022,36.10040986,526,37221
T2021061500,Building Residential - New,"Accessory Structure, Garage",083034S00200CO,1632459600000,,0,2208 C2 CARTER AVE,NASHVILLE,TN,UNIT B TWENTYTWO-EIGHT CARTER AVENUE,john pirtle,CARN,CAA14U009,4041893,"to construct SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to ridge line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",6,-86.72533514,36.18909234,527,37206
T2021061502,Building Residential - New,"Accessory Structure, Garage",083034S00100CO,1632459600000,,0,2208 B2 CARTER AVE,NASHVILLE,TN,UNIT A TWENTYTWO-EIGHT CARTER AVENUE,john pirtle,CARN,CAA14U009,4041894,"to construct SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to ridge line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",6,-86.72533514,36.18909234,528,37206
T2021062102,Building Residential - Addition,"Accessory Structure, Decks",085040A21000CO,1632805200000,,3478,4844 MEDALIST CIR,HERMITAGE,TN,LOT 210 RESERVE AT STONE HALL SECTION 2D PHASE 1,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA14U015,4042912,"Construct a 12' x 12', 144 SF deck to back of house. POC: Joe Pelton, 803.917.5314.",14,-86.63707721,36.1932184,529,37076
T2021062112,Building Residential - Rehab,Duplex,10415025400,1632805200000,,22000,2105 SUNSET PL,NASHVILLE,TN,PT LOTS 18 20 LINDEN PLACE,BLUEGRASS CONSTRUCTION LLC DBA BLUEGRASS CAPITAL BUILDERS,CARR,CAA02R302,4042921,"New application created CACR- T2021065717    Remodel a total of 656 sf feet. No changes to any interior structural components or exterior. Replacing appliances, cabinets, counters, HVAC and flooring.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",18,-86.80383621,36.12829125,530,37212
T2021062115,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",05201003200,1632805200000,,26565,220 HARRIS ST,MADISON,TN,LOT 38 BLK B CRITTENDEN ESTATES,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U011,4042927,"Construct a 22' x 25', 550 SF accessory structure for storage and a music studio. NOT A DADU, NOT TO BE USED FOR A DWELLING PURPOSE. Not to be used for a commercial purpose, except with a valid home occupation permit. Maximum height 1-story or 16', whichever is greater. POC: Sammie Bester, 601-274-7480. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",9,-86.71011815,36.25784484,531,37115
T2021062156,Building Commercial - Rehab,Restaurant (Full Service),13315015400,1632805200000,,0,3953 NOLENSVILLE PIKE,NASHVILLE,TN,LOT 5 ELYSIAN PLAZA SUB RESUB OF LOTS 4 & 5,CLEVELAND SOLOMON,CACR,CAF19A203,4042974,"The project is to convert approximately 4,455 sq. ft. of the existing supermarket (formerly used as a meat  market) to a new Slim & Husky's Pizza, Take-out and Pizza Prep Restaurant. Work includes demolishing  a portion of the existing freezer for a new Entry Lobby, construction of a 2HR tenant separation wall, and  installing new flooring, wall and ceiling finishes.  POC CLEVELAND SOLOMON",26,-86.73036182,36.08476265,532,37211
T2021062258,Building Commercial - Rehab,"Medical Office, Professional Services",092110C01900CO,1632805200000,,0,2201 MURPHY AVE 215,NASHVILLE,TN,UNIT 215  2201 MEDICAL PLAZA,TERESA HUNTER,CACR,CAE04B016,4043096,"2083 sq. ft. rehab for CUTTING EGDE Foot & Ankle,   POC TERESA HUNTER, 615-254-1837.",19,-86.80622798999998,36.15411496,533,37203
T2021062342,Building Residential - New,Single Family Residence,050020C08500CO,1632805200000,,207258,2919 WINTERBERRY DR,NASHVILLE,TN,LOT 85 THORNTON GROVE PUD PH 1B & 1C,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,4043212,"NEW SFD ON SLAB FOUNDATION MEASURING 1,533 SF WITH A GARAGE OF 443 SF, FRONT PORCH OF 24 SF AND REAR DECK OF 120 SF. MINIMUM REQUIRED SETBACKS: 20' STREET AND REAR, 5' SIDE. PUDR.  MUST COMPLY WITH TREE REGULATIONS ONE NEW TWO INCH TREE FOR EVERY 30' ROAD FRONTAGE.  FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.",3,-86.78207811999998,36.25036219,534,37207
T2021062449,Building Residential - Addition,Single Family Residence,14612014900,1632805200000,,87500,419 BARRYWOOD DR,NASHVILLE,TN,LOT 334 SEC 5 CRIEVE HALL EST,"STOEPPLER, STEVEN",CARA,CAA01R301,4043374,"Build 20' x 28' bedroom, bath and office addition.",26,-86.75769678,36.06780268,535,37211
T2021062491,Building Commercial - New,"General Office, Professional Services",08212035000,1632891600000,,432116,939 WOODLAND ST,NASHVILLE,TN,LOT 24 DAVIS ADDN TO EDGEFIELD,TENNESSEE TILE & MARBLE CO INC,CACN,CAD02B016,4043424,To reconstruct a new two story shell building in same footprint for office/retail damaged by tornado in March of 2020.  POC DAN LILES.  MDHA Overlay...……………………………………….  …..NOTE: THIS PERMIT CONSIDERED AS A SHELL WITH SEPARATE PERMITS REQUIRED FOR FUTURE TENANTS. NO USE AND OCCUPANCY THIS PERMIT...………………………….,6,-86.75371697999998,36.17627357,536,37206
T2021062492,Building Residential - Addition,Single Family Residence,150090A06500CO,1632891600000,,869,3040 OWENDALE DR,ANTIOCH,TN,LOT 219 FOREST VIEW PARK SEC 7,santa briseno,CARA,CAA01R301,4043425,"to construct 36Sf covered front porch addition to existing single family residence. 5' side setback, 30' min. front setback per plat. not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",29,-86.62166453,36.06574962,537,37013
T2021062498,Building Residential - Roofing / Siding,Single Family Residence,09116004900,1632891600000,,15225,4603 PARK AVE,NASHVILLE,TN,PT BLK B CHARLOTTE PARK CO 1ST ADDN,paige clancy,CARK,CAA01R301,4043432,"to replace the roof of existing single family residence. no change to footprint, roof work only.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",24,-86.84262787,36.15082997,538,37209
T2021062503,Building Sign Permit,Sign - Ground /  Wall Signs,09215021000,1632891600000,,3500,2314 ELLISTON PL,NASHVILLE,TN,LOT 1 WEST END PARTNERSHIP,John Anderson 424-744-7311,CASN,CAZ02A001,4043437,Replacement signage for existing JAMBA JUICE.  (1) Replacing existing façade sign with a 3'1  H x 8'2  W face lit channel letter cabinet on raceway with logo &  JAMBA  lettering. No change to location on façade.  (2) Replacing panels on existing blade sign with a 20  H x 48  W  logo &  JAMBA  lettering panel. No change to location of blade sign.    POC: John Anderson 424-744-7311,21,-86.80625885,36.14962995,539,37203
T2021062538,Building Residential - New,Single Family Residence,07102012900,1632891600000,,278852,441 DENNIS DR,NASHVILLE,TN,PT LOT 8 RUCKER SUB BROOKLYN,C & O CONSTRUCTION CO LLC,CARN,CAA01R301,4043467,"To construct a new single family residence with 2300 sq. ft. of living space, 517 sq. ft. garage, and 231 sq. ft. of porches and/or decks.  Minimum: 41.6’ street/front contextual setback [Site Data Table is incorrect]; 5’ side setback(s); and, 20’ rear setback. Must conform to all  easements on property. Shall not exceed three stories. Total building coverage on parcel not to exceed 45%. Individual single and two-family  lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage  (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs,  which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site  frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property  all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",2,-86.77716685,36.21221687,540,37207
T2021062539,Building Commercial - Rehab,"General Office, Professional Services",06409006300,1632891600000,,1000,4113 OLD HICKORY BLVD,OLD HICKORY,TN,LOTS 20 AND 22 BLK B HADLEY BEND CITY,scott sherrod,CACR,CAD02B016,4043497,"to use existing buildings for MCH nashville.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***      ………………………………………………….    CODE STAMPED PLANS ATTACHED IN CITYWORKS",11,-86.62588212,36.22436661,541,37138
T2021062550,Building Sign Permit,Sign - Ground /  Wall Signs,13400021600,1632891600000,,2460,525 METROPLEX DR,NASHVILLE,TN,LOT 9 METROPLEX SEC 7,JOSLIN SIGN & MAINTENANCE CO INC,CASN,CAZ02A001,4043521,to erect 2) face replacements for existing 8Sf non illuminated ground signs for RX partners.,28,-86.70313473999998,36.09169076,542,37211
T2021062552,Building Commercial New Storm Damage,"Accessory Structure, Shed / Storage Bldg",16300036100,1632891600000,,0,220 CROSSINGS PL,ANTIOCH,TN,LOT 1 THE CROSSINGS AT HICKORY HOLLOW RESUB LOT 2 SEC 1,REDSTONE DEVELOPMENT LLC,CACS,CAA14U011,4043490,Construct an attached storage Shed Structure at the rear of the existing building,32,-86.64983031,36.04465252,543,37013
T2021062551,Building Residential - New,Detached Accessory Dwelling Unit,11801023800,1632891600000,,22576,1021 B PARIS AVE,NASHVILLE,TN,LOT 79 PLAN OF IDLEWILD,Cally Charping 615-330-6619,CARN,CAA11R301,4043524,"10/4/2021 Homeowner requested to cancel this application.    Rejected Zoning: Does not meet the lot area requirement. Requires re-zoning to allow for the proposed DADU.    General Contractor required to issue permit.  RECORDED 201609280102469 non DADU restrictive covenant must be removed, and new DADU covenant to be recorded prior to permit issuance.     To convert existing 24’X26’(624 sf) DETACHED ACCESSORY STRUCTURE built on Permit 2016036285 into a Detached Acc. Dwelling Unit. Must conform to all easements on property and BL2014-896. No change to footprint of structure.",18,-86.78867581,36.12126888,544,37204
T2021062572,Building Commercial - New,"Leasing / Sales Office, Other",10508029300,1632891600000,,2000,15 B CULVERT ST,NASHVILLE,TN,LOT 11 LUMSDEN 3RD ADDN & PT CLSD ALLEY,ERIN TAYLOR,CACN,CAD03B000,4043571,"Placing leased 32' x 8' construction/office trailer   POC ERIN TAYLOR, (612) 986-5899.",16,-86.75717349,36.13881308,545,37210
T2021062573,Building Residential - Rehab,Single Family Residence,09105026900,1632891600000,,12000,816 NASHUA CT,NASHVILLE,TN,LOT 9 BROOKEWOOD PHASE 2,hannah goethel,CARR,CAA01R301,4043572,"to conduct interior renovations to existing single family residence. no change to footprint, to remain single family.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",20,-86.86984106,36.1580381,546,37209
T2021062728,Building Residential - New,Single Family Residence,043010C00800CO,1632891600000,,273779,1121 LAWRENCE AVE 1,MADISON,TN,UNIT 8 HOMES AT PIERCE ROAD,B & B CONSTRUCTION-B,CARN,CAA01R301,4043793,"TO CONSTRUCT 2,100SF SINGLE FAMILY RESIDENCE WITH 370SF PORCH AND 424SF GARAGE. MASTER PERMIT 2021008905 NOT TO BE OVER ANY EASEMENTS. MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING PURSUANT # 2006-1263 METROCODE OF LAWS, I (HOLDER OF PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE.; FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***",9,-86.70369207,36.27818962,547,37115
T2021062579,Building Residential - Rehab,Single Family Residence,11616008900,1632891600000,,60000,4020 B ESTES RD,NASHVILLE,TN,LOT 10 WALLACE SUB PART 1,MAJESTIC BUILDING LLP,CARR,CAA01R301,4043586,"Rehab existing garage to DADU. Must comply with BL2021-788. Planning to review. Restrictive covenant required. POC: Steve Lupear, 615-533-0275. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",34,-86.83755528999998,36.10442758,548,37215
T2021062729,Building Residential - New,Single Family Residence,043010C00700CO,1632891600000,,273779,1121 LAWRENCE AVE 2,MADISON,TN,UNIT 7 HOMES AT PIERCE ROAD,B & B CONSTRUCTION-B,CARN,CAA01R301,4043794,"TO CONSTRUCT 2,100SF SINGLE FAMILY RESIDENCE WITH 370SF PORCH AND 424SF GARAGE. MASTER PERMIT 2021008905 NOT TO BE OVER ANY EASEMENTS. MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING PURSUANT # 2006-1263 METROCODE OF LAWS, I (HOLDER OF PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE.; FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***",9,-86.70368109,36.27827935,549,37115
T2021062730,Building Residential - New,Single Family Residence,043010C00600CO,1632891600000,,273779,1121 LAWRENCE AVE 3,MADISON,TN,UNIT 6 HOMES AT PIERCE ROAD,B & B CONSTRUCTION-B,CARN,CAA01R301,4043795,"TO CONSTRUCT 2,100SF SINGLE FAMILY RESIDENCE WITH 370SF PORCH AND 424SF GARAGE. MASTER PERMIT 2021008905 NOT TO BE OVER ANY EASEMENTS. MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING PURSUANT # 2006-1263 METROCODE OF LAWS, I (HOLDER OF PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE.; FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***",9,-86.70367729,36.27838238,550,37115
T2021063098,Building Commercial - Rehab,"Warehouse, Storage S-1",12100015200,1632978000000,,121188,2701 COUCHVILLE PIKE 103,NASHVILLE,TN,LOT 1 HAMILTON CREEK,LUKE SELEDEE,CACR,CAH10S001,4044313,"Building A at 2737 Couchville Pike is an existing storage warehouse with multiple tenant  warehouse areas separated by demising walls. The SOW is limited to updating the  storage configuration of the East-most tenants warehouse section of the building. This will  include the installation of new storage racks up to 21'-0''. The new configuration will  include high piled rack storage of PVC plastic window products. Building structure and  architecture is not to be altered as part of this scope of work. The SOW includes the  development of updated Life Safety Plans and High Piled Storage Plans for the new  storage configuration within the warehouse.  POC LUKE SELEDEE, 913-742-5404.",13,-86.63624521,36.11217129,551,37217
T2021063120,Building Residential - Rehab,Single Family Residence,05905026600,1632978000000,,531556,3036 VISTAVALLEY CT,NASHVILLE,TN,LOT 271 BUENA VISTA EST SEC. 6,"Back 40 Properties, LLC",CARR,CAA01R301,4044351,"General rehab of a single family residence. Interior renovations of floors, drywall, bathrooms, roof, kitchen, and deck. Plumbing, HVAC, and electrical will be performed by licensed subcontractors. No additions to the property. No change to building/roof lines or footprint. No second kitchen, to remain single family residence.    For every 50 feet of site frontage a double-sided sign 24 x36' in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. no more than three signs are required.",1,-86.83168781,36.22593556,552,37218
T2021063153,Building Demolition Permit,Demolition Permit - Commercial,09216016600,1632978000000,,10604,112 19TH AVE S,NASHVILLE,TN,PT LOT 139 BOYD HOME TRACT,Demo Plus Inc,CADM,CAZ01A002,4044394,"Demolition of Structure slabs and footing remain. NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT MUST SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION. ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",19,-86.79660452,36.15147018,553,37203
T2021063192,Building Demolition Permit,Demolition Permit - Residential,08108031000,1632978000000,,6000,1821 B 3RD AVE N,NASHVILLE,TN,LOT PT 48 D T MCGAVOCK,"HART-LOVE ENTERPRISES, LLC",CADM,CAZ01A001,4044433,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT MUST SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION. ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",19,-86.79290591,36.18620904,554,37208
T2021063202,Building Residential - New,Single Family Residence,181110E14400CO,1632978000000,,333912,9279 BARCO RD,BRENTWOOD,TN,LOT 144 HILL PROPERTY PH 1B,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,4044445,"****ZONING SHOWN AS AR2A. NEED LAND MANAGEMENT UP DATE TO INITIATE ZONING REVIEW    TO CONSTRUCT A 2,591 SQ FT SINGLE FAMILY HOUSE WITH A 400 SQ FT GARAGE & A 19  SQ FT FRONT PORCH. 20’ MIN FRONT S/B, 5’ MIN SIDE S/B, 20’ MIN REAR S/B.    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",31,-86.68593113999998,36.00332559,555,37027
T2021063235,Building Commercial - Tenant Finish Out,Restaurant (Fast Food),08600033600,1633064400000,,156210,5570 OLD HICKORY BLVD 105,HERMITAGE,TN,LOT 1-D RESUB LOT 1-A NORTHLAKE VILLAGE,ODOM PERMIT,CACT,CAF30A203,4044485,"Commercial PUD, SCR zoning.  Tenant Build-out of existing 2,540sf space in Suite 105 for BURGER FI restaurant. Shell building permit is 2020061833. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.   POC ODOM PERMIT",12,-86.60503029999998,36.18025668,556,37076
T2021063238,Building Demolition Permit,Demolition Permit - Residential,13607010600,1633064400000,,6000,104 COASTAL CT E,NASHVILLE,TN,LOT 173 PRIEST LAKE PARK SEC 4,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CADM,CAZ01A001,4044487,"Demolition of existing house and all outbuildings, nothing to remain on site.  …………Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the  holder on this permit)   hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.   Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code….",29,-86.60686409,36.09844509,557,37217
